UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,temp_difference,high_risk_rpm,power_consumption_kw,efficiency_score,cost_per_hour_tl,optimization_priority
6014,L53193,L,300.7,310.8,1597.0,30.5,38.0,0.0,No Failure,10.100000000000023,0,0.84265705,36.19503331752817,1.01118846,2
6015,H35428,H,300.8,310.8,1618.0,32.8,40.0,0.0,No Failure,10.0,0,0.9181179199999999,35.725258472245045,1.1017415039999998,2
6016,M20875,M,300.8,310.8,1520.0,38.0,45.0,0.0,No Failure,10.0,0,0.999248,38.028597505324,1.1990976,2
6017,L53196,L,300.7,310.7,1425.0,45.3,48.0,0.0,No Failure,10.0,0,1.11675825,40.56383733901227,1.3401098999999999,0
6018,L53197,L,300.8,310.9,1398.0,38.2,50.0,0.0,No Failure,10.099999999999966,0,0.92388228,41.34725909019492,1.108658736,0
6019,M20878,M,300.8,310.9,1557.0,31.6,52.0,0.0,No Failure,10.099999999999966,0,0.85118076,37.12489929871065,1.0214169119999998,2
6020,L53199,L,300.7,310.8,1519.0,43.9,55.0,0.0,No Failure,10.100000000000023,0,1.1536349299999997,38.05363279005431,1.3843619159999996,2
6021,L53200,L,300.7,310.8,1619.0,34.9,57.0,0.0,No Failure,10.100000000000023,0,0.97750363,35.703192222416604,1.1730043559999999,2
6022,L53201,L,300.7,310.8,1814.0,21.4,59.0,0.0,No Failure,10.100000000000023,0,0.67157908,31.86519746862871,0.805894896,2
6023,L53202,L,300.7,310.9,1521.0,39.4,61.0,0.0,No Failure,10.199999999999989,0,1.0367440199999998,38.00359514010026,1.2440928239999998,2
6024,M20883,M,300.7,310.9,1369.0,51.2,63.0,0.0,No Failure,10.199999999999989,0,1.21260544,42.22313236529766,1.4551265279999999,0
6025,L53204,L,300.7,310.9,1356.0,65.3,66.0,1.0,Power Failure,10.199999999999989,0,1.5318596400000002,42.62792640714785,1.838231568,1
6026,L53205,L,300.7,311.0,1336.0,53.3,68.0,0.0,No Failure,10.300000000000011,0,1.23191224,43.26606901803329,1.4782946879999999,0
6027,L53206,L,300.7,311.0,1403.0,48.3,70.0,0.0,No Failure,10.300000000000011,0,1.17233277,41.199906064214176,1.4067993239999999,0
6028,M20887,M,300.7,311.0,1413.0,44.3,72.0,0.0,No Failure,10.300000000000011,0,1.08290907,40.908328526604734,1.299490884,0
6029,L53208,L,300.6,310.9,1472.0,47.6,75.0,0.0,No Failure,10.299999999999955,0,1.2121625600000001,39.26866046745413,1.454595072,0
6030,M20889,M,300.7,310.8,1452.0,47.9,77.0,0.0,No Failure,10.100000000000023,0,1.2032288399999997,39.80955110750172,1.4438746079999996,0
6031,L53210,L,300.6,310.7,1397.0,53.7,80.0,0.0,No Failure,10.099999999999966,0,1.2978269700000002,41.37685626921437,1.5573923640000003,0
6032,L53211,L,300.6,310.7,1455.0,40.6,82.0,0.0,No Failure,10.099999999999966,0,1.0219629000000001,39.72746955882645,1.22635548,0
6033,L53212,L,300.7,310.8,1754.0,27.7,84.0,0.0,No Failure,10.100000000000023,0,0.8405343399999999,32.955227028559,1.0086412079999998,2
6034,L53213,L,300.6,310.9,1471.0,37.9,86.0,0.0,No Failure,10.299999999999955,0,0.96449057,39.29535568191195,1.157388684,0
6035,M20894,M,300.6,310.8,1389.0,48.1,88.0,0.0,No Failure,10.199999999999989,0,1.1558285700000002,41.61516789639487,1.3869942840000002,0
6036,M20895,M,300.6,310.9,1702.0,30.3,91.0,0.0,No Failure,10.299999999999955,0,0.89217138,33.962084728608986,1.070605656,2
6037,M20896,M,300.6,311.0,1401.0,54.6,94.0,0.0,No Failure,10.399999999999977,0,1.32335658,41.25872106216452,1.588027896,0
6038,L53217,L,300.7,311.1,1426.0,46.2,97.0,0.0,No Failure,10.400000000000034,0,1.13974476,40.53539145027524,1.367693712,0
6039,L53218,L,300.7,311.0,1496.0,38.3,99.0,0.0,No Failure,10.300000000000011,0,0.9912346399999998,38.63868195728108,1.1894815679999997,0
6040,L53219,L,300.6,310.9,1433.0,42.6,101.0,0.0,No Failure,10.299999999999955,0,1.0560923400000002,40.337381861892865,1.2673108080000002,0
6041,M20900,M,300.7,311.1,1438.0,46.6,103.0,0.0,No Failure,10.400000000000034,0,1.15928684,40.197126709382815,1.391144208,0
6042,M20901,M,300.7,311.0,1418.0,49.3,106.0,0.0,No Failure,10.300000000000011,0,1.2093980199999999,40.76408195211036,1.4512776239999998,0
6043,M20902,M,300.8,311.0,1580.0,36.6,109.0,0.0,No Failure,10.199999999999989,0,1.0004244,36.584473549425624,1.20050928,2
6044,M20903,M,300.7,310.9,1468.0,41.8,112.0,0.0,No Failure,10.199999999999989,0,1.06156952,39.375659542297335,1.2738834239999999,0
6045,M20904,M,300.8,310.9,1522.0,41.7,115.0,0.0,No Failure,10.099999999999966,0,1.09798602,37.978625629495724,1.317583224,2
6046,L53225,L,300.8,310.9,1311.0,55.8,118.0,0.0,No Failure,10.099999999999966,0,1.2655607399999997,44.09112754240465,1.5186728879999996,0
6047,L53226,L,300.9,311.0,1316.0,56.5,120.0,0.0,No Failure,10.100000000000023,0,1.2863242,43.92360806086055,1.5435890399999999,0
6048,H35461,H,300.9,311.0,1853.0,23.6,122.0,0.0,No Failure,10.100000000000023,0,0.75654284,31.19453222239206,0.907851408,2
6049,M20908,M,300.9,311.0,1556.0,38.8,127.0,0.0,No Failure,10.100000000000023,0,1.04444944,37.14875848849131,1.2533393279999998,2
6050,M20909,M,300.9,311.0,1567.0,34.3,130.0,0.0,No Failure,10.100000000000023,0,0.9298421299999999,36.88798226425813,1.1158105559999998,2
6051,M20910,M,300.9,311.1,1546.0,37.7,133.0,0.0,No Failure,10.200000000000045,0,1.00831666,37.38904800005982,1.2099799919999998,2
6052,L53231,L,300.9,311.0,1382.0,51.2,136.0,0.0,No Failure,10.100000000000023,0,1.22412032,41.82595384087735,1.4689443839999998,0
6053,L53232,L,300.9,311.0,2003.0,20.2,138.0,0.0,No Failure,10.100000000000023,1,0.69996838,28.85844643439465,0.839962056,4
6054,L53233,L,300.8,310.9,1748.0,29.9,140.0,0.0,No Failure,10.099999999999966,0,0.90418796,33.06834565680348,1.085025552,2
6055,H35468,H,300.7,310.8,1518.0,40.1,142.0,0.0,No Failure,10.100000000000023,0,1.05308214,38.07870105934946,1.2636985680000001,2
6056,L53235,L,300.7,310.8,1475.0,42.0,147.0,0.0,No Failure,10.100000000000023,0,1.071735,39.18879200548643,1.2860820000000002,0
6057,L53236,L,300.8,310.8,1634.0,29.2,149.0,0.0,No Failure,10.0,0,0.8254314399999999,35.375439539836286,0.9905177279999998,2
6058,L53237,L,300.8,310.8,1689.0,32.9,151.0,0.0,No Failure,10.0,0,0.96132813,34.22348620964623,1.1535937559999998,2
6059,M20918,M,300.9,310.9,1636.0,35.3,153.0,0.0,No Failure,10.0,0,0.9990888399999999,35.332193281230126,1.1989066079999997,2
6060,L53239,L,300.9,311.0,2235.0,15.8,156.0,0.0,No Failure,10.100000000000023,1,0.6109149,25.862849310108494,0.73309788,4
6061,L53240,L,301.0,311.1,1615.0,35.6,158.0,0.0,No Failure,10.100000000000023,0,0.9946462,35.79162118148142,1.19357544,2
6062,H35475,H,301.1,311.1,1618.0,29.5,160.0,0.0,No Failure,10.0,0,0.8257463,35.725258472245045,0.99089556,2
6063,M20922,M,301.1,311.2,1407.0,53.0,165.0,0.0,No Failure,10.099999999999966,0,1.2900783000000002,41.082777688765084,1.5480939600000003,0
6064,L53243,L,301.1,311.1,1450.0,43.3,168.0,0.0,No Failure,10.0,0,1.0861805,39.86446083316723,1.3034166,0
6065,L53244,L,301.1,311.1,1889.0,23.8,170.0,0.0,No Failure,10.0,0,0.77777686,30.60003610804261,0.9333322319999999,2
6066,L53245,L,301.0,310.9,1568.0,38.2,172.0,0.0,No Failure,9.899999999999977,0,1.0362284800000001,36.864456765365105,1.243474176,2
6067,L53246,L,301.0,311.0,1804.0,25.8,174.0,0.0,No Failure,10.0,0,0.80519736,32.04183381823309,0.9662368319999999,2
6068,L53247,L,301.0,311.0,1582.0,37.5,176.0,0.0,No Failure,10.0,0,1.0263225,36.53822263469816,1.231587,2
6069,M20928,M,301.0,310.9,2047.0,17.9,178.0,0.0,No Failure,9.899999999999977,1,0.63389449,28.23813786423668,0.760673388,4
6070,L53249,L,300.9,310.9,1601.0,34.0,181.0,0.0,No Failure,10.0,0,0.9417082000000001,36.10460225364927,1.13004984,2
6071,L53250,L,300.9,310.9,1615.0,32.0,183.0,0.0,No Failure,10.0,0,0.8940640000000001,35.79162118148141,1.0728768,2
6072,M20931,M,300.9,310.8,1452.0,43.6,185.0,0.0,No Failure,9.900000000000034,0,1.0952145599999998,39.80955110750172,1.3142574719999998,0
6073,M20932,M,300.9,310.8,1695.0,30.2,188.0,0.0,No Failure,9.900000000000034,0,0.8855696999999999,34.10234112571828,1.06268364,2
6074,M20933,M,300.9,310.8,1790.0,26.2,191.0,0.0,No Failure,9.900000000000034,0,0.8113354,32.29244033971647,0.97360248,2
6075,M20934,M,301.0,310.8,1533.0,39.3,194.0,0.0,No Failure,9.800000000000011,0,1.04227137,37.70611102941454,1.2507256439999999,2
6076,L53255,L,301.0,310.9,1813.0,28.5,197.0,0.0,No Failure,9.899999999999977,0,0.8938996499999999,31.882773418694146,1.07267958,2
6077,L53256,L,301.0,310.9,1492.0,36.7,199.0,0.0,No Failure,9.899999999999977,0,0.9472857200000001,38.742270916952066,1.1367428640000001,0
6078,L53257,L,300.9,310.7,1479.0,43.3,201.0,0.0,No Failure,9.800000000000011,0,1.10790411,39.08280473839925,1.329484932,0
6079,L53258,L,300.8,310.7,1339.0,59.1,203.0,1.0,Overstrain Failure,9.899999999999977,0,1.36903377,43.16913234360903,1.642840524,1
6080,M20939,M,300.8,310.7,1371.0,44.7,205.0,0.0,No Failure,9.899999999999977,0,1.06020801,42.161537715603565,1.272249612,0
6081,L53260,L,300.9,310.7,1468.0,36.2,208.0,0.0,No Failure,9.800000000000011,0,0.91934968,39.37565954229734,1.1032196159999998,0
6082,L53261,L,300.9,310.7,1517.0,41.7,210.0,0.0,No Failure,9.800000000000011,0,1.0943789700000002,38.10380237843934,1.313254764,2
6083,L53262,L,300.9,310.7,1352.0,46.4,212.0,0.0,No Failure,9.800000000000011,0,1.08527744,42.75404453261278,1.302332928,0
6084,L53263,L,300.9,310.7,1389.0,50.0,214.0,0.0,No Failure,9.800000000000011,0,1.201485,41.61516789639488,1.441782,0
6085,M20944,M,300.8,310.6,1505.0,36.2,0.0,0.0,No Failure,9.800000000000011,0,0.9425213,38.40762007182225,1.1310255599999999,2
6086,L53265,L,300.9,310.6,1538.0,36.7,3.0,0.0,No Failure,9.700000000000045,0,0.9764915800000001,37.58352939407834,1.1717898960000002,2
6087,L53266,L,300.9,310.8,1482.0,37.0,5.0,0.0,No Failure,9.900000000000034,0,0.9486281999999999,39.00368974905027,1.13835384,0
6088,M20947,M,300.9,310.8,1599.0,33.0,7.0,0.0,No Failure,9.900000000000034,0,0.9128691,36.14976123082707,1.09544292,2
6089,L53268,L,300.9,310.8,1476.0,39.0,10.0,0.0,No Failure,9.900000000000034,0,0.9958572000000001,39.16224133339599,1.19502864,0
6090,L53269,L,300.9,310.7,1509.0,37.5,12.0,0.0,No Failure,9.800000000000011,0,0.9789637499999998,38.3058106084112,1.1747564999999998,2
6091,L53270,L,300.9,310.8,1708.0,29.1,14.0,0.0,No Failure,9.900000000000034,0,0.85985844,33.842779981318785,1.031830128,2
6092,L53271,L,300.9,310.7,1412.0,57.5,16.0,0.0,Random Failures,9.800000000000011,0,1.4045869999999998,40.93730043066041,1.6855043999999997,0
6093,L53272,L,300.9,310.7,1658.0,28.5,18.0,0.0,No Failure,9.800000000000011,0,0.8174769,34.863370451201746,0.9809722799999999,2
6094,L53273,L,301.0,310.8,1375.0,57.2,20.0,0.0,No Failure,9.800000000000011,0,1.360645,42.03888596952181,1.6327740000000002,0
6095,M20954,M,300.9,310.8,1402.0,48.1,22.0,0.0,No Failure,9.900000000000034,0,1.16664626,41.22929258779778,1.399975512,0
6096,M20955,M,300.9,310.7,1452.0,47.3,25.0,0.0,No Failure,9.800000000000011,0,1.1881570799999999,39.80955110750171,1.4257884959999998,0
6097,M20956,M,300.8,310.7,1483.0,40.8,28.0,0.0,No Failure,9.899999999999977,0,1.04676072,38.9773892165155,1.2561128639999999,0
6098,H35511,H,300.9,310.8,1477.0,38.4,31.0,0.0,No Failure,9.900000000000034,0,0.98120064,39.13572661346817,1.1774407679999999,0
6099,M20958,M,300.8,310.7,1924.0,22.4,36.0,0.0,No Failure,9.899999999999977,1,0.7455884799999999,30.043382644538717,0.8947061759999998,4
6100,H35513,H,300.9,310.7,1609.0,28.7,39.0,0.0,No Failure,9.800000000000011,0,0.7988845899999999,35.925089004408015,0.9586615079999998,2
6101,M20960,M,300.8,310.7,1886.0,21.1,44.0,0.0,No Failure,9.899999999999977,0,0.68844658,30.64871060874469,0.826135896,2
6102,L53281,L,300.7,310.6,1616.0,29.6,47.0,0.0,No Failure,9.900000000000034,0,0.8275212800000001,35.76947290104732,0.9930255360000001,2
6103,L53282,L,300.7,310.7,1442.0,43.2,49.0,0.0,No Failure,10.0,0,1.0776931200000002,40.08562289049409,1.293231744,0
6104,L53283,L,300.8,310.8,1407.0,45.1,51.0,0.0,No Failure,10.0,0,1.09778361,41.08277768876509,1.317340332,0
6105,M20964,M,300.8,310.8,1461.0,41.3,53.0,0.0,No Failure,10.0,0,1.0438698899999999,39.564317733122856,1.2526438679999998,0
6106,M20965,M,300.8,310.9,1522.0,46.2,56.0,0.0,No Failure,10.099999999999966,0,1.21647372,37.978625629495724,1.459768464,2
6107,L53286,L,300.9,311.0,1432.0,48.1,59.0,0.0,No Failure,10.100000000000023,0,1.1916101600000002,40.36555042464558,1.429932192,0
6108,L53287,L,300.9,311.0,1438.0,49.0,61.0,0.0,No Failure,10.100000000000023,0,1.2189925999999998,40.19712670938282,1.4627911199999997,0
6109,M20968,M,300.8,310.9,1678.0,28.1,63.0,0.0,No Failure,10.099999999999966,0,0.8157261400000001,34.44783564248658,0.9788713680000001,2
6110,M20969,M,300.8,310.9,1514.0,38.7,66.0,0.0,No Failure,10.099999999999966,0,1.01363814,38.179305289360954,1.216365768,2
6111,L53290,L,300.7,310.8,1534.0,41.3,69.0,0.0,No Failure,10.100000000000023,0,1.0960276599999998,37.681530774506186,1.3152331919999998,2
6112,M20971,M,300.7,310.8,1486.0,41.2,71.0,0.0,No Failure,10.100000000000023,0,1.05916136,38.89870000544582,1.270993632,0
6113,L53292,L,300.7,310.8,1925.0,22.0,74.0,0.0,No Failure,10.100000000000023,1,0.732655,30.02777569251558,0.8791859999999999,4
6114,M20973,M,300.7,310.8,1724.0,30.0,76.0,0.0,No Failure,10.100000000000023,0,0.894756,33.52869385620214,1.0737071999999999,2
6115,M20974,M,300.8,310.8,1549.0,35.5,79.0,0.0,No Failure,10.0,0,0.9513183499999999,37.31663538288734,1.1415820199999998,2
6116,L53295,L,300.8,310.9,1457.0,47.7,82.0,0.0,No Failure,10.099999999999966,0,1.2023309700000002,39.67293631303533,1.4427971640000001,0
6117,L53296,L,300.8,310.9,1453.0,43.9,84.0,0.0,No Failure,10.099999999999966,0,1.10350991,39.78215293055229,1.3242118920000001,0
6118,L53297,L,300.8,311.0,1578.0,44.4,86.0,0.0,No Failure,10.199999999999989,0,1.2120933600000001,36.630841703480655,1.454512032,2
6119,M20978,M,300.9,311.1,1325.0,61.4,88.0,0.0,No Failure,10.200000000000045,0,1.4074415,43.625259024975456,1.6889298,0
6120,L53299,L,300.9,311.1,1471.0,39.3,91.0,0.0,No Failure,10.200000000000045,0,1.0001181899999998,39.29535568191196,1.2001418279999998,0
6121,M20980,M,300.9,311.2,1472.0,40.0,93.0,0.0,No Failure,10.300000000000011,0,1.018624,39.26866046745413,1.2223488,0
6122,L53301,L,300.9,311.1,1457.0,37.4,96.0,0.0,No Failure,10.200000000000045,0,0.94270814,39.672936313035336,1.131249768,0
6123,L53302,L,301.0,311.0,1402.0,55.3,98.0,0.0,No Failure,10.0,0,1.3412793799999998,41.22929258779778,1.6095352559999998,0
6124,L53303,L,300.9,310.9,1477.0,41.5,100.0,0.0,No Failure,10.0,0,1.06041215,39.135726613468165,1.27249458,0
6125,M20984,M,300.9,310.9,1727.0,30.1,102.0,0.0,No Failure,10.0,0,0.89930071,33.4704506126766,1.079160852,2
6126,L53305,L,300.9,310.9,1995.0,20.2,105.0,0.0,No Failure,10.0,1,0.6971727,28.974169527865907,0.83660724,4
6127,L53306,L,300.9,310.9,1370.0,52.5,107.0,0.0,No Failure,10.0,0,1.2443025,42.192312560651445,1.493163,0
6128,L53307,L,300.9,310.9,1228.0,66.4,109.0,0.0,No Failure,10.0,0,1.41062816,47.07122818248575,1.6927537919999998,0
6129,L53308,L,300.9,311.0,1499.0,38.0,111.0,0.0,No Failure,10.100000000000023,0,0.9854426000000001,38.56135304075549,1.18253112,0
6130,M20989,M,301.0,311.0,1508.0,46.9,113.0,0.0,No Failure,10.0,0,1.22354596,38.33121233958387,1.468255152,2
6131,L53310,L,301.0,310.9,1473.0,44.2,116.0,0.0,No Failure,9.899999999999977,0,1.12634418,39.242001499044456,1.351613016,0
6132,H35545,H,301.0,311.0,1640.0,37.6,118.0,0.0,No Failure,10.0,0,1.0667871999999998,35.2460172000564,1.2801446399999998,2
6133,L53312,L,301.1,311.1,1429.0,42.5,123.0,0.0,No Failure,10.0,0,1.05067225,40.45029265786738,1.2608067,0
6134,L53313,L,301.1,311.1,1470.0,40.9,125.0,0.0,No Failure,10.0,0,1.0401278999999999,39.32208721638945,1.2481534799999998,0
6135,L53314,L,301.0,311.0,1581.0,37.0,127.0,0.0,No Failure,10.0,0,1.0119981,36.56133346495413,1.21439772,2
6136,L53315,L,301.0,310.9,1740.0,28.9,129.0,0.0,No Failure,9.899999999999977,0,0.8699477999999999,33.22038402763936,1.04393736,2
6137,H35550,H,300.9,310.8,1390.0,40.6,131.0,0.0,No Failure,9.900000000000034,0,0.9763082,41.58522892668525,1.1715698399999999,0
6138,M20997,M,300.9,310.8,1988.0,19.7,136.0,0.0,No Failure,9.900000000000034,1,0.6775302799999999,29.076191251555578,0.8130363359999999,4
6139,M20998,M,300.8,310.7,1452.0,43.0,139.0,0.0,No Failure,9.899999999999977,0,1.0801428,39.80955110750171,1.29617136,0
6140,L53319,L,300.8,310.7,1586.0,33.4,142.0,0.0,No Failure,9.899999999999977,0,0.9164225199999999,36.44607074911254,1.0997070239999998,2
6141,L53320,L,300.8,310.7,1589.0,34.3,144.0,0.0,No Failure,9.899999999999977,0,0.9428967099999999,36.377261301505655,1.1314760519999998,2
6142,L53321,L,300.8,310.8,1486.0,45.7,146.0,0.0,No Failure,10.0,0,1.17484646,38.898700005445825,1.4098157519999999,0
6143,L53322,L,300.9,310.9,1755.0,27.9,148.0,0.0,No Failure,10.0,0,0.8470858499999999,32.936449121420225,1.0165030199999998,2
6144,M21003,M,301.0,310.9,1575.0,34.6,150.0,0.0,No Failure,9.899999999999977,0,0.9427635000000001,36.70061473529682,1.1313162,2
6145,M21004,M,301.1,311.1,1615.0,37.7,153.0,0.0,No Failure,10.0,0,1.05331915,35.79162118148142,1.26398298,2
6146,M21005,M,301.1,311.1,1436.0,41.8,156.0,0.0,No Failure,10.0,0,1.03842904,40.25311156552401,1.246114848,0
6147,M21006,M,301.1,311.1,1470.0,40.6,159.0,0.0,No Failure,10.0,0,1.0324986,39.32208721638945,1.23899832,0
6148,M21007,M,301.1,311.1,2089.0,19.8,162.0,0.0,No Failure,10.0,1,0.71556606,27.670401248488506,0.8586792719999999,4
6149,L53328,L,301.1,311.2,1564.0,37.0,165.0,0.0,No Failure,10.099999999999966,0,1.0011164,36.958739263486244,1.2013396799999998,2
6150,M21009,M,301.0,311.1,1420.0,47.4,167.0,0.0,No Failure,10.100000000000023,0,1.1644283999999998,40.706667752177815,1.3973140799999997,0
6151,L53330,L,301.1,311.1,1711.0,29.1,170.0,0.0,No Failure,10.0,0,0.8613687300000001,33.783441384040025,1.033642476,2
6152,L53331,L,301.1,311.2,1555.0,35.3,172.0,0.0,No Failure,10.099999999999966,0,0.9496229499999999,37.17264836533279,1.1395475399999997,2
6153,M21012,M,301.1,311.1,1592.0,35.7,174.0,0.0,No Failure,10.0,0,0.9832351200000001,36.30871118598774,1.179882144,2
6154,L53333,L,301.0,311.1,1236.0,64.4,177.0,1.0,Overstrain Failure,10.100000000000023,0,1.37705232,46.76656003890978,1.652462784,1
6155,M21014,M,301.0,310.9,1765.0,24.2,179.0,0.0,No Failure,9.899999999999977,0,0.7389349,32.74984034452832,0.88672188,2
6156,L53335,L,301.0,311.0,1634.0,31.2,182.0,0.0,No Failure,10.0,0,0.8819678399999998,35.375439539836286,1.0583614079999997,2
6157,L53336,L,301.1,311.1,1508.0,41.5,184.0,0.0,No Failure,10.0,0,1.0826685999999999,38.33121233958388,1.2992023199999998,2
6158,L53337,L,301.1,311.2,1774.0,29.6,186.0,0.0,No Failure,10.099999999999966,0,0.9084299200000002,32.58369121087512,1.0901159040000001,2
6159,L53338,L,301.1,311.0,1677.0,29.1,188.0,0.0,No Failure,9.899999999999977,0,0.8442521100000001,34.468376987532785,1.013102532,2
6160,L53339,L,301.0,311.0,1399.0,58.0,190.0,1.0,Overstrain Failure,10.0,0,1.4037566,41.31770422308255,1.68450792,1
6161,L53340,L,301.0,310.9,1570.0,34.0,192.0,0.0,No Failure,9.899999999999977,0,0.9234740000000001,36.81749567394425,1.1081688,2
6162,L53341,L,301.0,310.9,1479.0,44.3,194.0,0.0,No Failure,9.899999999999977,0,1.1334908099999998,39.08280473839925,1.3601889719999998,0
6163,L53342,L,301.0,310.8,1558.0,34.9,196.0,0.0,No Failure,9.800000000000011,0,0.9406736599999999,37.10107073690147,1.1288083919999998,2
6164,L53343,L,300.8,310.7,1358.0,48.1,198.0,0.0,No Failure,9.899999999999977,0,1.1300325400000002,42.56514595588548,1.3560390480000002,0
6165,H35578,H,300.9,310.7,1656.0,30.7,200.0,0.0,No Failure,9.800000000000011,0,0.8795181599999999,34.905475971070345,1.055421792,2
6166,L53345,L,300.9,310.7,1523.0,35.8,205.0,0.0,No Failure,9.800000000000011,0,0.9432548199999999,37.95368890879349,1.131905784,2
6167,H35580,H,300.9,310.7,1403.0,40.6,207.0,0.0,No Failure,9.800000000000011,0,0.9854391400000001,41.19990606421417,1.1825269680000001,0
6168,M21027,M,300.9,310.7,1362.0,51.6,212.0,0.0,No Failure,9.800000000000011,0,1.21583016,42.44013818508993,1.458996192,0
6169,M21028,M,300.7,310.6,1778.0,27.1,215.0,0.0,No Failure,9.900000000000034,0,0.83357974,32.51038706866844,1.000295688,2
6170,L53349,L,300.7,310.5,1448.0,38.2,218.0,0.0,No Failure,9.800000000000011,0,0.9569252799999999,39.9195222431578,1.1483103359999998,0
6171,H35584,H,300.8,310.5,1559.0,40.1,220.0,0.0,No Failure,9.699999999999989,0,1.08152507,37.077272744126034,1.297830084,2
6172,L53351,L,300.8,310.6,1416.0,42.2,225.0,0.0,No Failure,9.800000000000011,0,1.03376496,40.82165833904837,1.240517952,0
6173,L53352,L,300.8,310.6,1577.0,37.9,227.0,1.0,Tool Wear Failure,9.800000000000011,0,1.0339915899999998,36.654069884649644,1.2407899079999998,3
6174,L53353,L,300.8,310.7,1633.0,27.8,0.0,0.0,No Failure,9.899999999999977,0,0.78537502,35.39710239319809,0.942450024,2
6175,L53354,L,300.9,310.7,1573.0,31.2,2.0,0.0,No Failure,9.800000000000011,0,0.8490424799999999,36.747277945386195,1.018850976,2
6176,L53355,L,300.9,310.8,1517.0,44.3,4.0,0.0,No Failure,9.900000000000034,0,1.1626136299999998,38.10380237843935,1.3951363559999999,2
6177,L53356,L,301.0,310.9,1515.0,37.3,6.0,0.0,No Failure,9.899999999999977,0,0.97761435,38.154104427783814,1.1731372199999999,2
6178,L53357,L,301.0,310.8,1527.0,45.3,8.0,0.0,No Failure,9.800000000000011,0,1.1966946299999999,37.85426863660281,1.4360335559999997,2
6179,L53358,L,301.1,310.9,1282.0,67.9,10.0,1.0,Power Failure,9.799999999999955,0,1.5059269400000002,45.088508742661844,1.807112328,1
6180,M21039,M,301.1,310.9,1396.0,45.1,12.0,0.0,No Failure,9.799999999999955,0,1.0892010799999998,41.406495851069124,1.3070412959999997,0
6181,L53360,L,301.0,310.9,1492.0,44.6,15.0,0.0,No Failure,9.899999999999977,0,1.15119736,38.742270916952066,1.3814368320000001,0
6182,L53361,L,301.0,310.8,1975.0,19.7,17.0,0.0,No Failure,9.800000000000011,1,0.67309975,29.267578839540498,0.8077196999999999,4
6183,L53362,L,301.0,310.8,1475.0,35.3,19.0,0.0,No Failure,9.800000000000011,0,0.90076775,39.18879200548643,1.0809213,0
6184,H35597,H,301.0,310.9,1495.0,37.3,21.0,0.0,No Failure,9.899999999999977,0,0.96470855,38.664527229493295,1.15765026,0
6185,L53364,L,301.0,311.0,1553.0,35.8,26.0,0.0,No Failure,10.0,0,0.96183502,37.22052041731647,1.154202024,2
6186,L53365,L,301.1,311.0,1918.0,21.7,28.0,0.0,No Failure,9.899999999999977,1,0.7200363799999999,30.13736611475104,0.8640436559999999,4
6187,M21046,M,301.1,311.0,1413.0,46.6,30.0,0.0,No Failure,9.899999999999977,0,1.1391323400000002,40.90832852660473,1.3669588080000001,0
6188,L53367,L,301.0,311.0,1437.0,56.0,33.0,0.0,No Failure,10.0,0,1.3921656000000002,40.225099657684396,1.6705987200000003,0
6189,L53368,L,301.0,310.9,1450.0,45.9,35.0,0.0,No Failure,9.899999999999977,0,1.1514015,39.86446083316723,1.3816818,0
6190,M21049,M,301.0,310.9,1910.0,21.9,37.0,0.0,No Failure,9.899999999999977,1,0.7236416999999999,30.26359592046727,0.86837004,4
6191,L53370,L,300.9,310.9,1749.0,26.4,40.0,0.0,No Failure,10.0,0,0.79880328,33.04943865528444,0.958563936,2
6192,H35605,H,301.0,310.9,1916.0,22.0,42.0,0.0,No Failure,9.899999999999977,1,0.7292296,30.1688247432633,0.87507552,4
6193,L53372,L,301.0,310.9,1428.0,45.3,47.0,0.0,No Failure,9.899999999999977,0,1.1191093199999997,40.478619193342084,1.3429311839999996,0
6194,L53373,L,301.0,310.9,1578.0,38.4,49.0,0.0,No Failure,9.899999999999977,0,1.04829696,36.63084170348066,1.257956352,2
6195,L53374,L,300.9,310.8,1571.0,39.9,51.0,0.0,No Failure,9.900000000000034,0,1.0844141699999998,36.79405996695894,1.3012970039999998,2
6196,L53375,L,300.9,310.8,1729.0,30.2,53.0,0.0,No Failure,9.900000000000034,0,0.90333334,33.43173407061451,1.0840000079999998,2
6197,L53376,L,300.9,310.8,1701.0,30.4,55.0,0.0,No Failure,9.900000000000034,0,0.89458992,33.98205068083038,1.073507904,2
6198,L53377,L,300.9,310.8,1493.0,45.8,57.0,0.0,No Failure,9.900000000000034,0,1.18296362,38.716321639713655,1.4195563439999999,0
6199,M21058,M,301.0,310.9,1554.0,32.7,59.0,0.0,No Failure,9.899999999999977,0,0.87911334,37.19656898847651,1.0549360079999999,2
6200,L53379,L,300.9,310.9,1497.0,43.2,62.0,0.0,No Failure,10.0,0,1.1187979200000002,38.61287121449063,1.3425575040000002,0
6201,L53380,L,301.0,310.9,1679.0,29.8,64.0,0.0,No Failure,9.899999999999977,0,0.8655916599999999,34.427318765987195,1.0387099919999998,2
6202,M21061,M,301.0,310.9,1510.0,44.5,66.0,0.0,No Failure,9.899999999999977,0,1.1624735000000002,38.280442521915546,1.3949682,2
6203,L53382,L,301.0,310.9,1296.0,54.9,69.0,0.0,No Failure,9.899999999999977,0,1.2309019199999998,44.60144151858989,1.4770823039999996,0
